0.01	1.0	15.757418477716165
0.01	2.0	23.99078303278964
0.01	3.0	30.453266948875715
0.01	4.0	33.04848823789586
0.01	5.0	34.45960444272211
0.01	6.0	35.324341588277186
0.01	7.0	38.59101315011446
0.01	8.0	36.53446483598883
0.01	9.0	38.17437920002417
0.01	10.0	40.43677360911714
0.12	1.0	15.233164883403024
0.12	2.0	24.849449849811958
0.12	3.0	29.882574085083196
0.12	4.0	32.83134506694773
0.12	5.0	34.664067128131464
0.12	6.0	36.766212859727034
0.12	7.0	37.91393969358973
0.12	8.0	38.92712512602572
0.12	9.0	38.41565513960843
0.12	10.0	39.33186162786013
0.23	1.0	14.747093507204983
0.23	2.0	24.75230129657271
0.23	3.0	29.45768658162231
0.23	4.0	34.63757278361181
0.23	5.0	34.24994876352116
0.23	6.0	36.26608942455252
0.23	7.0	37.69577307805079
0.23	8.0	39.292962484425566
0.23	9.0	40.539427961319795
0.23	10.0	40.694764564594536
0.34	1.0	15.634439158453414
0.34	2.0	23.063057720821384
0.34	3.0	29.188577611425554
0.34	4.0	33.51266788761281
0.34	5.0	35.27938461981391
0.34	6.0	36.134685913741556
0.34	7.0	38.5058330300197
0.34	8.0	36.237606870951595
0.34	9.0	37.67829278450378
0.34	10.0	39.382613372781414
0.45	1.0	14.711985055668483
0.45	2.0	24.528285627166547
0.45	3.0	30.12489059427309
0.45	4.0	32.31116521074046
0.45	5.0	35.964695994026286
0.45	6.0	34.959210652518784
0.45	7.0	38.57648797199445
0.45	8.0	37.95983618843631
0.45	9.0	39.496932825653076
0.45	10.0	39.4349357888532
0.56	1.0	16.02003612001664
0.56	2.0	24.66495752757048
0.56	3.0	30.523309824517817
0.56	4.0	33.96584574140505
0.56	5.0	34.052975792649455
0.56	6.0	35.869221404663065
0.56	7.0	37.236148220104475
0.56	8.0	37.75476172313491
0.56	9.0	38.607447841779305
0.56	10.0	39.688398505179045
0.67	1.0	16.818139551452493
0.67	2.0	26.018045854088413
0.67	3.0	29.492687171879968
0.67	4.0	30.519270363432963
0.67	5.0	35.940109603499934
0.67	6.0	38.4595650337483
0.67	7.0	39.02873514186741
0.67	8.0	39.350088242334664
0.67	9.0	39.42476898690124
0.67	10.0	37.95852444964549
0.78	1.0	15.817215602719292
0.78	2.0	24.386057231646298
0.78	3.0	30.183013461447626
0.78	4.0	31.690703300428588
0.78	5.0	35.62786005308359
0.78	6.0	36.45084950407802
0.78	7.0	36.414849352752555
0.78	8.0	38.11428145826311
0.78	9.0	38.53099179405477
0.78	10.0	40.77397669316533
0.89	1.0	15.735924436034948
0.89	2.0	23.7039565110971
0.89	3.0	29.194187365305524
0.89	4.0	32.06726727227248
0.89	5.0	32.182905039992356
0.89	6.0	38.06975059872875
0.89	7.0	38.867365444234466
0.89	8.0	36.44284804390702
0.89	9.0	39.63084047011854
0.89	10.0	38.39461544714678
1.0	1.0	14.821857051866925
1.0	2.0	22.650361299299394
1.0	3.0	30.044967537057474
1.0	4.0	32.82648586871161
1.0	5.0	35.37013090855424
1.0	6.0	38.06534591350792
1.0	7.0	37.77051193456675
1.0	8.0	38.99485325692316
1.0	9.0	39.023537048587606
1.0	10.0	40.49735377442093
