10	2.5131730244961354
15	3.5154056858550375
20	4.342123668188082
25	4.192213523493248
30	4.538958689724708
35	5.543816917250232
40	5.101152566318938
45	5.44024643205889
50	6.014200662024601
55	6.80246677372021
60	6.429018931251444
65	6.741043023044986
70	7.354671295965352
75	7.743964253166243
80	7.048836800415989
85	7.914022249652113
90	8.23086603489002
95	8.470611119107597
100	8.499577270822225
105	8.412602697725966
110	8.947212097559154
115	9.425566483735292
120	9.32090503741152
125	9.487698423070581
130	9.598587605581667
135	9.331571304228811
140	9.853483017863217
145	10.011855903903792
150	9.921089652400605
155	11.069601457846625
160	10.95658253329092
165	10.488889029552265
170	11.122342112937645
175	11.256670706833617
180	11.422420403671444
185	11.12886712885079
190	12.082588461399762
195	11.706518257476404
