5	2.0650714525705376
6	2.414051068113404
7	2.43439701339323
8	2.5984207601025924
9	2.824889291952588
10	2.8092768751568546
11	2.9471302155522463
12	3.1012949981924978
13	3.1668273188030684
14	3.2864229574317894
15	3.3126604917673323
16	3.5528034049977197
17	3.6416038518582363
18	3.7713098914854037
19	3.8953013044577474
20	3.9530548744499696
21	3.931093213936021
22	4.096892197791872
23	4.16221518169456
24	4.159483319415676
25	4.37305069130855
26	4.445479732041336
27	4.401026835212167
28	4.564171606798298
29	4.593890200985418
30	4.700396985730511
31	4.7341106132127555
32	4.8498168966991715
33	4.965885098481251
34	4.94251050915906
35	5.10661545126852
36	5.016352647870191
37	5.247686520209878
38	5.275829871778325
39	5.177276158174634
40	5.321258326843747
41	5.5672657944900665
42	5.421672369384017
43	5.57716428843631
44	5.691285988605468
45	5.659167246225406
46	5.877930849735183
47	5.797715143752506
48	5.892990409725768
49	5.945768624532058
50	5.9847464561342045
51	5.996574422903824
52	6.064578460210666
53	6.172992192959218
54	6.2346779925677165
55	6.176784158661073
56	6.252760251639813
57	6.421154806755288
58	6.398536159756267
59	6.501075331373479
60	6.453143873171749
61	6.586577133028042
62	6.639785502790018
63	6.736541475811885
64	6.691895028030201
65	6.7140831419311136
66	6.814720611951624
67	6.864345996204324
68	6.899246053673424
69	6.8876677753868965
70	7.083724167265041
71	7.039971735918859
72	7.09046738010239
73	7.141324979223684
74	7.229620659108482
75	7.291911011094678
76	7.241852040191777
77	7.30414126212068
78	7.299305865305848
79	7.473517394674632
80	7.604793954302818
81	7.549010888353084
82	7.526535359552275
83	7.724879904286771
84	7.610873678581637
85	7.750632702926527
86	7.884200503650045
87	7.864367804281429
88	7.751687388807302
89	7.92213475423666
90	7.9511800800165755
91	7.950549398869871
92	8.065980612012476
93	7.98655928718396
94	8.072201163739326
95	8.07958276802447
96	8.144999261536183
97	8.309031464242624
98	8.25873126488317
99	8.311295591854625
100	8.353370775879814
101	8.365458101911171
102	8.43440908410152
103	8.493647643374107
104	8.51708865757721
